0000000,0
1200000,1
0610101,1
2121210,1
6011111,1
0012000,1
0000120,1
3210000,2
7100101,2
1211210,2
0241111,2
1401000,2
1200120,2
1601101,2
0414201,2
2631310,2
6110101,2
0620011,2
0510200,2
0221210,2
4142010,2
2021311,2
3112210,2
2131120,2
6100111,2
6010100,2
0121211,2
7622221,2
6023111,2
4011121,2
1212000,2
0601001,2
2112110,2
0032100,2
0014010,2
0610010,2
2121121,2
6011200,2
0012120,2
0000321,2
2010000,3
1150101,3
3311210,3
3203111,3
5310000,3
3210120,3
7310101,3
5601201,3
7112310,3
1040101,3
7101011,3
6100200,3
3201210,3
1223010,3
0211311,3
1421210,3
1212120,3
1140111,3
0040100,3
2201211,3
6352221,3
0442111,3
0221121,3
3411000,3
7300001,3
1411110,3
1302100,3
1601010,3
7100010,3
1211121,3
0241200,3
1401120,3
1200321,3
3611101,3
7500201,3
1611310,3
0041101,3
1603001,3
1501200,3
1404211,3
0212121,3
2434310,3
6521201,3
0324101,3
0614301,3
0632310,3
4651010,3
2120301,3
3621320,3
2541210,3
6300101,3
6620201,3
0020201,3
7014210,3
6120011,3
4110100,3
1611011,3
0404001,3
2621110,3
0640111,3
0520020,3
0514100,3
2020100,3
6620311,3
0520110,3
0310300,3
1120210,3
2242010,3
6332320,3
0411210,3
0231120,3
4342110,3
6101010,3
4052321,3
2143010,3
5132020,3
0020311,3
4242320,3
2532111,3
3012311,3
2031221,3
2202210,3
3122010,3
5122210,3
3114110,3
4132221,3
2031100,3
3122120,3
2151220,3
6310111,3
6601211,3
0001211,3
7051220,3
6101001,3
4100121,3
6101100,3
6014200,3
0120200,3
7620211,3
6020010,3
4010101,3
1020211,3
2342011,3
6232321,3
0212211,3
0131121,3
7601221,3
5521211,3
7032320,3
1611110,3
7634221,3
6422221,3
6113011,3
6001000,3
0112111,3
6043211,3
4024111,3
4010000,3
6232220,3
4522211,3
2012121,3
5011321,3
3202000,3
7111001,3
1222110,3
1422000,3
1214010,3
1621001,3
0450011,3
2611120,3
0603101,3
0501010,3
0212110,3
4122200,3
3132110,3
2114210,3
1232100,3
0622001,3
2133110,3
0020100,3
0053100,3
0603000,3
2114111,3
0034110,3
0013021,3
0414000,3
2631111,3
6110010,3
0620210,3
0510021,3
4142220,3
2021101,3
3112121,3
2131321,3
6010020,3
0121100,3
7622301,3
6023200,3
4011300,3
0601110,3
2112221,3
0032020,3
0014220,3
0610220,3
2121300,3
6011021,3
0012321,3
0000201,3
0000000,4
2004101,4
4221210,4
