12345,0
203145,1
17345,1
52318,1
412311,1
12643,1
12345,1
321045,2
703145,2
203518,2
243111,2
206143,2
207145,2
11034,2
57318,2
410311,2
17643,2
253108,2
82354,2
452318,2
32618,2
52319,2
403111,2
417311,2
152311,2
111237,2
412611,2
412385,2
203641,2
17243,2
52613,2
12946,2
130245,3
371045,3
325018,3
321411,3
621043,3
721045,3
100314,3
703518,3
43111,3
706143,3
321508,3
203854,3
243518,3
206318,3
203519,3
341011,3
743111,3
213511,3
211317,3
246111,3
243185,3
326041,3
702143,3
206513,3
209146,3
327045,3
701014,3
207518,3
240111,3
207143,3
201014,3
16345,3
51031,3
411031,3
11064,3
11134,3
257108,3
87354,3
450318,3
37618,3
57319,3
402111,3
150311,3
111437,3
410611,3
410385,3
207641,3
11024,3
57613,3
17946,3
351028,3
753108,3
283504,3
253148,3
236108,3
253109,3
283154,3
42381,3
482351,3
82634,3
92354,3
453108,3
457318,3
182354,3
115231,3
432618,3
452319,3
213608,3
37218,3
32654,3
62918,3
32619,3
82359,3
32615,3
52311,3
421011,3
103511,3
114317,3
406111,3
403185,3
407111,3
157311,3
111037,3
417611,3
417385,3
53111,3
582311,3
152378,3
132611,3
152389,3
110317,3
111731,3
115237,3
712305,3
111267,3
812375,3
403611,3
417211,3
152611,3
412911,3
412683,3
152348,3
111238,3
412395,3
321640,3
703241,3
203615,3
243611,3
206941,3
207341,3
11074,3
57213,3
410211,3
17246,3
253601,3
82653,3
452613,3
32916,3
203946,3
17942,3
52916,3
12549,3
12104,3
130745,4
530218,4
134211,4
160243,4
170245,4
310104,4
375018,4
301411,4
671043,4
135208,4
328054,4
325418,4
623018,4
325019,4
130411,4
371411,4
325111,4
321117,4
621411,4
321485,4
630241,4
271043,4
625013,4
921046,4
730245,4
107104,4
725018,4
21411,4
721043,4
102104,4
603145,4
100351,4
104311,4
100614,4
110314,4
721508,4
703854,4
43518,4
706318,4
703519,4
241011,4
13511,4
411317,4
46111,4
43185,4
726041,4
100214,4
706513,4
709146,4
130528,4
371508,4
325804,4
321548,4
621308,4
321509,4
321854,4
203481,4
243851,4
206834,4
203954,4
341508,4
743518,4
213854,4
211351,4
246318,4
243519,4
326108,4
702318,4
206354,4
209618,4
206319,4
203859,4
206315,4
203511,4
140211,4
315011,4
311147,4
641011,4
341085,4
741011,4
713511,4
11317,4
746111,4
743185,4
301511,4
253811,4
213578,4
216311,4
213589,4
311107,4
711311,4
211357,4
273105,4
211617,4
283175,4
346011,4
742111,4
216511,4
249111,4
246183,4
213548,4
211318,4
243195,4
136240,4
372041,4
326015,4
326411,4
629041,4
723041,4
100714,4
702513,4
42111,4
702146,4
326501,4
206853,4
246513,4
209316,4
329046,4
709142,4
209516,4
205149,4
137245,4
371004,4
327018,4
320411,4
627043,4
721004,4
701051,4
41011,4
701114,4
327508,4
207854,4
240518,4
207318,4
207519,4
342011,4
740111,4
210511,4
211417,4
240185,4
327041,4
207513,4
207146,4
321004,4
706145,4
201051,4
201114,4
206145,4
56318,4
416311,4
19643,4
251010,4
81035,4
451031,4
31061,4
51131,4
401011,4
151031,4
111103,4
411061,4
411138,4
201064,4
16243,4
51061,4
11094,4
11164,4
18345,4
357028,4
751010,4
287504,4
250148,4
